,additive,halide,base,ligand,additive_*C3_NMR_shift,additive_*C3_electrostatic_charge,additive_*C4_NMR_shift,additive_*C4_electrostatic_charge,additive_*C5_NMR_shift,additive_*C5_electrostatic_charge,additive_*N1_electrostatic_charge,additive_*O1_electrostatic_charge,additive_E_HOMO,additive_E_LUMO,additive_V1_frequency,additive_V1_intensity,additive_dipole_moment,additive_electronegativity,additive_hardness,additive_molecular_volume,additive_molecular_weight,additive_ovality,additive_surface_area,aryl_halide_*C1_NMR_shift,aryl_halide_*C1_electrostatic_charge,aryl_halide_*C2_NMR_shift,aryl_halide_*C2_electrostatic_charge,aryl_halide_*C3_NMR_shift,aryl_halide_*C3_electrostatic_charge,aryl_halide_*C4_NMR_shift,aryl_halide_*C4_electrostatic_charge,aryl_halide_*H2_NMR_shift,aryl_halide_*H2_electrostatic_charge,aryl_halide_*H3_NMR_shift,aryl_halide_*H3_electrostatic_charge,aryl_halide_E_HOMO,aryl_halide_E_LUMO,aryl_halide_V1_frequency,aryl_halide_V1_intensity,aryl_halide_V2_frequency,aryl_halide_V2_intensity,aryl_halide_V3_frequency,aryl_halide_V3_intensity,aryl_halide_dipole_moment,aryl_halide_electronegativity,aryl_halide_hardness,aryl_halide_molecular_volume,aryl_halide_molecular_weight,aryl_halide_ovality,aryl_halide_surface_area,base_*N1_electrostatic_charge,base_E_HOMO,base_E_LUMO,base_dipole_moment,base_electronegativity,base_hardness,base_molecular_volume,base_molecular_weight,base_ovality,base_surface_area,ligand_*C10_NMR_shift,ligand_*C10_electrostatic_charge,ligand_*C11_NMR_shift,ligand_*C11_electrostatic_charge,ligand_*C12_NMR_shift,ligand_*C12_electrostatic_charge,ligand_*C13_NMR_shift,ligand_*C13_electrostatic_charge,ligand_*C14_NMR_shift,ligand_*C14_electrostatic_charge,ligand_*C15_NMR_shift,ligand_*C15_electrostatic_charge,ligand_*C16_NMR_shift,ligand_*C16_electrostatic_charge,ligand_*C17_NMR_shift,ligand_*C17_electrostatic_charge,ligand_*C1_NMR_shift,ligand_*C1_electrostatic_charge,ligand_*C2_NMR_shift,ligand_*C2_electrostatic_charge,ligand_*C3_NMR_shift,ligand_*C3_electrostatic_charge,ligand_*C4_NMR_shift,ligand_*C4_electrostatic_charge,ligand_*C5_NMR_shift,ligand_*C5_electrostatic_charge,ligand_*C6_NMR_shift,ligand_*C6_electrostatic_charge,ligand_*C7_NMR_shift,ligand_*C7_electrostatic_charge,ligand_*C8_NMR_shift,ligand_*C8_electrostatic_charge,ligand_*C9_NMR_shift,ligand_*C9_electrostatic_charge,ligand_*H11_NMR_shift,ligand_*H11_electrostatic_charge,ligand_*H3_NMR_shift,ligand_*H3_electrostatic_charge,ligand_*H4_NMR_shift,ligand_*H4_electrostatic_charge,ligand_*H9_NMR_shift,ligand_*H9_electrostatic_charge,ligand_*P1_electrostatic_charge,ligand_V10_frequency,ligand_V10_intensity,ligand_V1_frequency,ligand_V1_intensity,ligand_V2_frequency,ligand_V2_intensity,ligand_V3_frequency,ligand_V3_intensity,ligand_V4_frequency,ligand_V4_intensity,ligand_V5_frequency,ligand_V5_intensity,ligand_V6_frequency,ligand_V6_intensity,ligand_V7_frequency,ligand_V7_intensity,ligand_V8_frequency,ligand_V8_intensity,ligand_V9_frequency,ligand_V9_intensity,ligand_dipole_moment,yields
202,1,7,1,1,153.74,0.7190000000000001,103.98,-0.5329999999999999,155.9,0.187,-0.364,-0.087,-0.2736,-0.0589,1079.106,2.847,4.695918,0.17,0.11,155.9,155.153,1.319,184.82,132.85,-0.025,125.36,-0.057999999999999996,122.91,-0.21100000000000002,136.02,0.16699999999999998,7.11,0.10400000000000001,6.97,0.14,-0.2364,-0.0115,725.09,2.58,1284.067,0.009000000000000001,1627.2939999999999,0.213,2.410215,0.12,0.11,154.31,185.06900000000002,1.263,175.78,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999998,1.402,242.78,140.09,0.09699999999999999,118.83,-0.27,143.89,-0.205,32.46,0.698,37.52,0.45299999999999996,32.2,0.716,33.16,1.069,32.62,1.32,129.99,0.44799999999999995,132.94,-0.39299999999999996,119.01,-0.079,121.45,-0.145,127.05,-0.215,145.67,0.0,134.54,0.14800000000000002,143.89,-0.14300000000000002,114.35,-0.23399999999999999,7.03,0.11800000000000001,7.2,0.121,7.24,0.135,7.17,0.139,-0.96,951.373,1.165,898.809,9.845,996.7280000000001,0.153,935.8760000000001,2.155,1354.126,1.023,978.4630000000001,0.39799999999999996,1637.6329999999998,13.638,3032.525,15.987,942.738,2.576,3097.792,2.28,1.282615,70.54955286
225,2,0,0,1,150.81,0.27899999999999997,99.02,-0.545,163.54,0.602,-0.322,-0.096,-0.264,-0.0474,779.952,13.152999999999999,4.848261,0.16,0.11,155.89,155.153,1.318,184.63,139.77,0.128,122.5,-0.139,120.97,-0.154,124.83,0.07,7.15,0.14300000000000002,7.4,0.15,-0.2648,-0.0396,731.482,2.8680000000000003,1351.72,3.2110000000000003,1634.876,5.078,0.770806,0.15,0.11,145.02,180.55599999999998,1.247,166.46,-0.755,-0.1703,0.0569,5.0391580000000005,0.06,0.11,376.47,339.409,1.685,424.9,140.09,0.09699999999999999,118.83,-0.27,143.89,-0.205,32.46,0.698,37.52,0.45299999999999996,32.2,0.716,33.16,1.069,32.62,1.32,129.99,0.44799999999999995,132.94,-0.39299999999999996,119.01,-0.079,121.45,-0.145,127.05,-0.215,145.67,0.0,134.54,0.14800000000000002,143.89,-0.14300000000000002,114.35,-0.23399999999999999,7.03,0.11800000000000001,7.2,0.121,7.24,0.135,7.17,0.139,-0.96,951.373,1.165,898.809,9.845,996.7280000000001,0.153,935.8760000000001,2.155,1354.126,1.023,978.4630000000001,0.39799999999999996,1637.6329999999998,13.638,3032.525,15.987,942.738,2.576,3097.792,2.28,1.282615,45.04873884
226,2,1,0,1,150.81,0.27899999999999997,99.02,-0.545,163.54,0.602,-0.322,-0.096,-0.264,-0.0474,779.952,13.152999999999999,4.848261,0.16,0.11,155.89,155.153,1.318,184.63,138.83,-0.09300000000000001,125.65,0.015,120.95,-0.223,125.53,0.13,7.3,0.1,7.37,0.156,-0.2616,-0.0413,729.711,3.216,1349.391,2.487,1632.664,3.838,0.754193,0.15,0.11,149.53,225.012,1.256,171.08,-0.755,-0.1703,0.0569,5.0391580000000005,0.06,0.11,376.47,339.409,1.685,424.9,140.09,0.09699999999999999,118.83,-0.27,143.89,-0.205,32.46,0.698,37.52,0.45299999999999996,32.2,0.716,33.16,1.069,32.62,1.32,129.99,0.44799999999999995,132.94,-0.39299999999999996,119.01,-0.079,121.45,-0.145,127.05,-0.215,145.67,0.0,134.54,0.14800000000000002,143.89,-0.14300000000000002,114.35,-0.23399999999999999,7.03,0.11800000000000001,7.2,0.121,7.24,0.135,7.17,0.139,-0.96,951.373,1.165,898.809,9.845,996.7280000000001,0.153,935.8760000000001,2.155,1354.126,1.023,978.4630000000001,0.39799999999999996,1637.6329999999998,13.638,3032.525,15.987,942.738,2.576,3097.792,2.28,1.282615,45.78100103
227,2,2,0,1,150.81,0.27899999999999997,99.02,-0.545,163.54,0.602,-0.322,-0.096,-0.264,-0.0474,779.952,13.152999999999999,4.848261,0.16,0.11,155.89,155.153,1.318,184.63,48.97,-0.183,111.35,0.061,181.37,-0.245,2032.0,0.153,377.98,0.083,274.16,0.157,-0.2525,-0.0429,727.38,3.162,1346.735,1.777,1626.855,3.008,1.059432,0.15,0.1,156.41,272.003,1.266,177.78,-0.755,-0.1703,0.0569,5.0391580000000005,0.06,0.11,376.47,339.409,1.685,424.9,140.09,0.09699999999999999,118.83,-0.27,143.89,-0.205,32.46,0.698,37.52,0.45299999999999996,32.2,0.716,33.16,1.069,32.62,1.32,129.99,0.44799999999999995,132.94,-0.39299999999999996,119.01,-0.079,121.45,-0.145,127.05,-0.215,145.67,0.0,134.54,0.14800000000000002,143.89,-0.14300000000000002,114.35,-0.23399999999999999,7.03,0.11800000000000001,7.2,0.121,7.24,0.135,7.17,0.139,-0.96,951.373,1.165,898.809,9.845,996.7280000000001,0.153,935.8760000000001,2.155,1354.126,1.023,978.4630000000001,0.39799999999999996,1637.6329999999998,13.638,3032.525,15.987,942.738,2.576,3097.792,2.28,1.282615,44.65371267
228,2,3,0,1,150.81,0.27899999999999997,99.02,-0.545,163.54,0.602,-0.322,-0.096,-0.264,-0.0474,779.952,13.152999999999999,4.848261,0.16,0.11,155.89,155.153,1.318,184.63,127.68,0.021,123.14,-0.045,112.08,-0.405,149.13,0.517,6.96,0.13699999999999998,6.62,0.19,-0.2202,-0.0118,703.578,0.047,1351.34,54.42100000000001,1632.3729999999998,10.492,2.894904,0.12,0.1,140.11,142.585,1.2309999999999999,160.65,-0.755,-0.1703,0.0569,5.0391580000000005,0.06,0.11,376.47,339.409,1.685,424.9,140.09,0.09699999999999999,118.83,-0.27,143.89,-0.205,32.46,0.698,37.52,0.45299999999999996,32.2,0.716,33.16,1.069,32.62,1.32,129.99,0.44799999999999995,132.94,-0.39299999999999996,119.01,-0.079,121.45,-0.145,127.05,-0.215,145.67,0.0,134.54,0.14800000000000002,143.89,-0.14300000000000002,114.35,-0.23399999999999999,7.03,0.11800000000000001,7.2,0.121,7.24,0.135,7.17,0.139,-0.96,951.373,1.165,898.809,9.845,996.7280000000001,0.153,935.8760000000001,2.155,1354.126,1.023,978.4630000000001,0.39799999999999996,1637.6329999999998,13.638,3032.525,15.987,942.738,2.576,3097.792,2.28,1.282615,0.9245416190000001
229,2,4,0,1,150.81,0.27899999999999997,99.02,-0.545,163.54,0.602,-0.322,-0.096,-0.264,-0.0474,779.952,13.152999999999999,4.848261,0.16,0.11,155.89,155.153,1.318,184.63,125.44,-0.10099999999999999,126.17,0.04,112.39,-0.39399999999999996,149.68,0.49700000000000005,7.11,0.099,6.61,0.18,-6.0,-0.35,1629.8220000000001,12.317,1532.172,94.322,1653.924,37.812,2.97534,3.18,2.82,144.61,187.03599999999997,1.24,165.27,-0.755,-0.1703,0.0569,5.0391580000000005,0.06,0.11,376.47,339.409,1.685,424.9,140.09,0.09699999999999999,118.83,-0.27,143.89,-0.205,32.46,0.698,37.52,0.45299999999999996,32.2,0.716,33.16,1.069,32.62,1.32,129.99,0.44799999999999995,132.94,-0.39299999999999996,119.01,-0.079,121.45,-0.145,127.05,-0.215,145.67,0.0,134.54,0.14800000000000002,143.89,-0.14300000000000002,114.35,-0.23399999999999999,7.03,0.11800000000000001,7.2,0.121,7.24,0.135,7.17,0.139,-0.96,951.373,1.165,898.809,9.845,996.7280000000001,0.153,935.8760000000001,2.155,1354.126,1.023,978.4630000000001,0.39799999999999996,1637.6329999999998,13.638,3032.525,15.987,942.738,2.576,3097.792,2.28,1.282615,44.55887608
230,2,5,0,1,150.81,0.27899999999999997,99.02,-0.545,163.54,0.602,-0.322,-0.096,-0.264,-0.0474,779.952,13.152999999999999,4.848261,0.16,0.11,155.89,155.153,1.318,184.63,-625.55,-0.377,15.99,0.195,54.25,-0.509,739.36,0.617,353.41,0.08,296.62,0.198,-0.2176,-0.0269,699.275,0.096,1346.557,77.439,1624.5120000000002,12.804,2.7759669999999996,0.12,0.1,151.48,234.032,1.251,171.95,-0.755,-0.1703,0.0569,5.0391580000000005,0.06,0.11,376.47,339.409,1.685,424.9,140.09,0.09699999999999999,118.83,-0.27,143.89,-0.205,32.46,0.698,37.52,0.45299999999999996,32.2,0.716,33.16,1.069,32.62,1.32,129.99,0.44799999999999995,132.94,-0.39299999999999996,119.01,-0.079,121.45,-0.145,127.05,-0.215,145.67,0.0,134.54,0.14800000000000002,143.89,-0.14300000000000002,114.35,-0.23399999999999999,7.03,0.11800000000000001,7.2,0.121,7.24,0.135,7.17,0.139,-0.96,951.373,1.165,898.809,9.845,996.7280000000001,0.153,935.8760000000001,2.155,1354.126,1.023,978.4630000000001,0.39799999999999996,1637.6329999999998,13.638,3032.525,15.987,942.738,2.576,3097.792,2.28,1.282615,43.35721014
231,2,6,0,1,150.81,0.27899999999999997,99.02,-0.545,163.54,0.602,-0.322,-0.096,-0.264,-0.0474,779.952,13.152999999999999,4.848261,0.16,0.11,155.89,155.153,1.318,184.63,134.17,0.18600000000000003,122.17,-0.205,122.67,-0.156,135.26,0.125,6.98,0.146,6.98,0.136,-0.2373,-0.0104,728.0319999999999,2.439,1359.0479999999998,0.053,1629.8039999999999,0.56,2.32974,0.12,0.11,149.79,140.613,1.255,171.15,-0.755,-0.1703,0.0569,5.0391580000000005,0.06,0.11,376.47,339.409,1.685,424.9,140.09,0.09699999999999999,118.83,-0.27,143.89,-0.205,32.46,0.698,37.52,0.45299999999999996,32.2,0.716,33.16,1.069,32.62,1.32,129.99,0.44799999999999995,132.94,-0.39299999999999996,119.01,-0.079,121.45,-0.145,127.05,-0.215,145.67,0.0,134.54,0.14800000000000002,143.89,-0.14300000000000002,114.35,-0.23399999999999999,7.03,0.11800000000000001,7.2,0.121,7.24,0.135,7.17,0.139,-0.96,951.373,1.165,898.809,9.845,996.7280000000001,0.153,935.8760000000001,2.155,1354.126,1.023,978.4630000000001,0.39799999999999996,1637.6329999999998,13.638,3032.525,15.987,942.738,2.576,3097.792,2.28,1.282615,3.4201663410000003
232,2,7,0,1,150.81,0.27899999999999997,99.02,-0.545,163.54,0.602,-0.322,-0.096,-0.264,-0.0474,779.952,13.152999999999999,4.848261,0.16,0.11,155.89,155.153,1.318,184.63,132.85,-0.025,125.36,-0.057999999999999996,122.91,-0.21100000000000002,136.02,0.16699999999999998,7.11,0.10400000000000001,6.97,0.14,-0.2364,-0.0115,725.09,2.58,1284.067,0.009000000000000001,1627.2939999999999,0.213,2.410215,0.12,0.11,154.31,185.06900000000002,1.263,175.78,-0.755,-0.1703,0.0569,5.0391580000000005,0.06,0.11,376.47,339.409,1.685,424.9,140.09,0.09699999999999999,118.83,-0.27,143.89,-0.205,32.46,0.698,37.52,0.45299999999999996,32.2,0.716,33.16,1.069,32.62,1.32,129.99,0.44799999999999995,132.94,-0.39299999999999996,119.01,-0.079,121.45,-0.145,127.05,-0.215,145.67,0.0,134.54,0.14800000000000002,143.89,-0.14300000000000002,114.35,-0.23399999999999999,7.03,0.11800000000000001,7.2,0.121,7.24,0.135,7.17,0.139,-0.96,951.373,1.165,898.809,9.845,996.7280000000001,0.153,935.8760000000001,2.155,1354.126,1.023,978.4630000000001,0.39799999999999996,1637.6329999999998,13.638,3032.525,15.987,942.738,2.576,3097.792,2.28,1.282615,72.84831426
240,2,0,1,1,150.81,0.27899999999999997,99.02,-0.545,163.54,0.602,-0.322,-0.096,-0.264,-0.0474,779.952,13.152999999999999,4.848261,0.16,0.11,155.89,155.153,1.318,184.63,139.77,0.128,122.5,-0.139,120.97,-0.154,124.83,0.07,7.15,0.14300000000000002,7.4,0.15,-0.2648,-0.0396,731.482,2.8680000000000003,1351.72,3.2110000000000003,1634.876,5.078,0.770806,0.15,0.11,145.02,180.55599999999998,1.247,166.46,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999998,1.402,242.78,140.09,0.09699999999999999,118.83,-0.27,143.89,-0.205,32.46,0.698,37.52,0.45299999999999996,32.2,0.716,33.16,1.069,32.62,1.32,129.99,0.44799999999999995,132.94,-0.39299999999999996,119.01,-0.079,121.45,-0.145,127.05,-0.215,145.67,0.0,134.54,0.14800000000000002,143.89,-0.14300000000000002,114.35,-0.23399999999999999,7.03,0.11800000000000001,7.2,0.121,7.24,0.135,7.17,0.139,-0.96,951.373,1.165,898.809,9.845,996.7280000000001,0.153,935.8760000000001,2.155,1354.126,1.023,978.4630000000001,0.39799999999999996,1637.6329999999998,13.638,3032.525,15.987,942.738,2.576,3097.792,2.28,1.282615,31.88044847
241,2,1,1,1,150.81,0.27899999999999997,99.02,-0.545,163.54,0.602,-0.322,-0.096,-0.264,-0.0474,779.952,13.152999999999999,4.848261,0.16,0.11,155.89,155.153,1.318,184.63,138.83,-0.09300000000000001,125.65,0.015,120.95,-0.223,125.53,0.13,7.3,0.1,7.37,0.156,-0.2616,-0.0413,729.711,3.216,1349.391,2.487,1632.664,3.838,0.754193,0.15,0.11,149.53,225.012,1.256,171.08,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999998,1.402,242.78,140.09,0.09699999999999999,118.83,-0.27,143.89,-0.205,32.46,0.698,37.52,0.45299999999999996,32.2,0.716,33.16,1.069,32.62,1.32,129.99,0.44799999999999995,132.94,-0.39299999999999996,119.01,-0.079,121.45,-0.145,127.05,-0.215,145.67,0.0,134.54,0.14800000000000002,143.89,-0.14300000000000002,114.35,-0.23399999999999999,7.03,0.11800000000000001,7.2,0.121,7.24,0.135,7.17,0.139,-0.96,951.373,1.165,898.809,9.845,996.7280000000001,0.153,935.8760000000001,2.155,1354.126,1.023,978.4630000000001,0.39799999999999996,1637.6329999999998,13.638,3032.525,15.987,942.738,2.576,3097.792,2.28,1.282615,44.81754321
242,2,2,1,1,150.81,0.27899999999999997,99.02,-0.545,163.54,0.602,-0.322,-0.096,-0.264,-0.0474,779.952,13.152999999999999,4.848261,0.16,0.11,155.89,155.153,1.318,184.63,48.97,-0.183,111.35,0.061,181.37,-0.245,2032.0,0.153,377.98,0.083,274.16,0.157,-0.2525,-0.0429,727.38,3.162,1346.735,1.777,1626.855,3.008,1.059432,0.15,0.1,156.41,272.003,1.266,177.78,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999998,1.402,242.78,140.09,0.09699999999999999,118.83,-0.27,143.89,-0.205,32.46,0.698,37.52,0.45299999999999996,32.2,0.716,33.16,1.069,32.62,1.32,129.99,0.44799999999999995,132.94,-0.39299999999999996,119.01,-0.079,121.45,-0.145,127.05,-0.215,145.67,0.0,134.54,0.14800000000000002,143.89,-0.14300000000000002,114.35,-0.23399999999999999,7.03,0.11800000000000001,7.2,0.121,7.24,0.135,7.17,0.139,-0.96,951.373,1.165,898.809,9.845,996.7280000000001,0.153,935.8760000000001,2.155,1354.126,1.023,978.4630000000001,0.39799999999999996,1637.6329999999998,13.638,3032.525,15.987,942.738,2.576,3097.792,2.28,1.282615,46.6498955
243,2,3,1,1,150.81,0.27899999999999997,99.02,-0.545,163.54,0.602,-0.322,-0.096,-0.264,-0.0474,779.952,13.152999999999999,4.848261,0.16,0.11,155.89,155.153,1.318,184.63,127.68,0.021,123.14,-0.045,112.08,-0.405,149.13,0.517,6.96,0.13699999999999998,6.62,0.19,-0.2202,-0.0118,703.578,0.047,1351.34,54.42100000000001,1632.3729999999998,10.492,2.894904,0.12,0.1,140.11,142.585,1.2309999999999999,160.65,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999998,1.402,242.78,140.09,0.09699999999999999,118.83,-0.27,143.89,-0.205,32.46,0.698,37.52,0.45299999999999996,32.2,0.716,33.16,1.069,32.62,1.32,129.99,0.44799999999999995,132.94,-0.39299999999999996,119.01,-0.079,121.45,-0.145,127.05,-0.215,145.67,0.0,134.54,0.14800000000000002,143.89,-0.14300000000000002,114.35,-0.23399999999999999,7.03,0.11800000000000001,7.2,0.121,7.24,0.135,7.17,0.139,-0.96,951.373,1.165,898.809,9.845,996.7280000000001,0.153,935.8760000000001,2.155,1354.126,1.023,978.4630000000001,0.39799999999999996,1637.6329999999998,13.638,3032.525,15.987,942.738,2.576,3097.792,2.28,1.282615,0.668792684
244,2,4,1,1,150.81,0.27899999999999997,99.02,-0.545,163.54,0.602,-0.322,-0.096,-0.264,-0.0474,779.952,13.152999999999999,4.848261,0.16,0.11,155.89,155.153,1.318,184.63,125.44,-0.10099999999999999,126.17,0.04,112.39,-0.39399999999999996,149.68,0.49700000000000005,7.11,0.099,6.61,0.18,-6.0,-0.35,1629.8220000000001,12.317,1532.172,94.322,1653.924,37.812,2.97534,3.18,2.82,144.61,187.03599999999997,1.24,165.27,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999998,1.402,242.78,140.09,0.09699999999999999,118.83,-0.27,143.89,-0.205,32.46,0.698,37.52,0.45299999999999996,32.2,0.716,33.16,1.069,32.62,1.32,129.99,0.44799999999999995,132.94,-0.39299999999999996,119.01,-0.079,121.45,-0.145,127.05,-0.215,145.67,0.0,134.54,0.14800000000000002,143.89,-0.14300000000000002,114.35,-0.23399999999999999,7.03,0.11800000000000001,7.2,0.121,7.24,0.135,7.17,0.139,-0.96,951.373,1.165,898.809,9.845,996.7280000000001,0.153,935.8760000000001,2.155,1354.126,1.023,978.4630000000001,0.39799999999999996,1637.6329999999998,13.638,3032.525,15.987,942.738,2.576,3097.792,2.28,1.282615,39.52986412
245,2,5,1,1,150.81,0.27899999999999997,99.02,-0.545,163.54,0.602,-0.322,-0.096,-0.264,-0.0474,779.952,13.152999999999999,4.848261,0.16,0.11,155.89,155.153,1.318,184.63,-625.55,-0.377,15.99,0.195,54.25,-0.509,739.36,0.617,353.41,0.08,296.62,0.198,-0.2176,-0.0269,699.275,0.096,1346.557,77.439,1624.5120000000002,12.804,2.7759669999999996,0.12,0.1,151.48,234.032,1.251,171.95,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999998,1.402,242.78,140.09,0.09699999999999999,118.83,-0.27,143.89,-0.205,32.46,0.698,37.52,0.45299999999999996,32.2,0.716,33.16,1.069,32.62,1.32,129.99,0.44799999999999995,132.94,-0.39299999999999996,119.01,-0.079,121.45,-0.145,127.05,-0.215,145.67,0.0,134.54,0.14800000000000002,143.89,-0.14300000000000002,114.35,-0.23399999999999999,7.03,0.11800000000000001,7.2,0.121,7.24,0.135,7.17,0.139,-0.96,951.373,1.165,898.809,9.845,996.7280000000001,0.153,935.8760000000001,2.155,1354.126,1.023,978.4630000000001,0.39799999999999996,1637.6329999999998,13.638,3032.525,15.987,942.738,2.576,3097.792,2.28,1.282615,43.87183311
246,2,6,1,1,150.81,0.27899999999999997,99.02,-0.545,163.54,0.602,-0.322,-0.096,-0.264,-0.0474,779.952,13.152999999999999,4.848261,0.16,0.11,155.89,155.153,1.318,184.63,134.17,0.18600000000000003,122.17,-0.205,122.67,-0.156,135.26,0.125,6.98,0.146,6.98,0.136,-0.2373,-0.0104,728.0319999999999,2.439,1359.0479999999998,0.053,1629.8039999999999,0.56,2.32974,0.12,0.11,149.79,140.613,1.255,171.15,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999998,1.402,242.78,140.09,0.09699999999999999,118.83,-0.27,143.89,-0.205,32.46,0.698,37.52,0.45299999999999996,32.2,0.716,33.16,1.069,32.62,1.32,129.99,0.44799999999999995,132.94,-0.39299999999999996,119.01,-0.079,121.45,-0.145,127.05,-0.215,145.67,0.0,134.54,0.14800000000000002,143.89,-0.14300000000000002,114.35,-0.23399999999999999,7.03,0.11800000000000001,7.2,0.121,7.24,0.135,7.17,0.139,-0.96,951.373,1.165,898.809,9.845,996.7280000000001,0.153,935.8760000000001,2.155,1354.126,1.023,978.4630000000001,0.39799999999999996,1637.6329999999998,13.638,3032.525,15.987,942.738,2.576,3097.792,2.28,1.282615,2.74612364
247,2,7,1,1,150.81,0.27899999999999997,99.02,-0.545,163.54,0.602,-0.322,-0.096,-0.264,-0.0474,779.952,13.152999999999999,4.848261,0.16,0.11,155.89,155.153,1.318,184.63,132.85,-0.025,125.36,-0.057999999999999996,122.91,-0.21100000000000002,136.02,0.16699999999999998,7.11,0.10400000000000001,6.97,0.14,-0.2364,-0.0115,725.09,2.58,1284.067,0.009000000000000001,1627.2939999999999,0.213,2.410215,0.12,0.11,154.31,185.06900000000002,1.263,175.78,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999998,1.402,242.78,140.09,0.09699999999999999,118.83,-0.27,143.89,-0.205,32.46,0.698,37.52,0.45299999999999996,32.2,0.716,33.16,1.069,32.62,1.32,129.99,0.44799999999999995,132.94,-0.39299999999999996,119.01,-0.079,121.45,-0.145,127.05,-0.215,145.67,0.0,134.54,0.14800000000000002,143.89,-0.14300000000000002,114.35,-0.23399999999999999,7.03,0.11800000000000001,7.2,0.121,7.24,0.135,7.17,0.139,-0.96,951.373,1.165,898.809,9.845,996.7280000000001,0.153,935.8760000000001,2.155,1354.126,1.023,978.4630000000001,0.39799999999999996,1637.6329999999998,13.638,3032.525,15.987,942.738,2.576,3097.792,2.28,1.282615,72.63770939
540,3,0,0,0,140.71,0.187,117.52,-0.168,146.61,0.062,-0.313,-0.067,-0.2332,-0.0323,895.597,10.129,3.268545,0.13,0.1,154.39,145.161,1.225,170.5,139.77,0.128,122.5,-0.139,120.97,-0.154,124.83,0.07,7.15,0.14300000000000002,7.4,0.15,-0.2648,-0.0396,731.482,2.8680000000000003,1351.72,3.2110000000000003,1634.876,5.078,0.770806,0.15,0.11,145.02,180.55599999999998,1.247,166.46,-0.755,-0.1703,0.0569,5.0391580000000005,0.06,0.11,376.47,339.409,1.685,424.9,139.58,0.124,114.03,-0.248,140.09,-0.081,33.08,0.584,38.44,0.461,33.24,0.682,40.72,0.542,35.45,0.606,135.09,0.14300000000000002,125.13,-0.247,119.33,-0.14,121.04,-0.12,125.28,-0.271,143.11,0.256,133.49,-0.05,140.4,0.025,118.03,-0.359,7.15,0.13699999999999998,7.22,0.131,7.19,0.132,6.93,0.131,-0.6759999999999999,3072.225,66.18,900.827,11.173,992.22,0.009000000000000001,1349.505,0.251,1356.691,6.992000000000001,1360.565,0.955,1640.307,4.414,3026.5609999999997,16.577,3043.097,18.145,3064.344,38.21,1.212924,12.6512469
541,3,1,0,0,140.71,0.187,117.52,-0.168,146.61,0.062,-0.313,-0.067,-0.2332,-0.0323,895.597,10.129,3.268545,0.13,0.1,154.39,145.161,1.225,170.5,138.83,-0.09300000000000001,125.65,0.015,120.95,-0.223,125.53,0.13,7.3,0.1,7.37,0.156,-0.2616,-0.0413,729.711,3.216,1349.391,2.487,1632.664,3.838,0.754193,0.15,0.11,149.53,225.012,1.256,171.08,-0.755,-0.1703,0.0569,5.0391580000000005,0.06,0.11,376.47,339.409,1.685,424.9,139.58,0.124,114.03,-0.248,140.09,-0.081,33.08,0.584,38.44,0.461,33.24,0.682,40.72,0.542,35.45,0.606,135.09,0.14300000000000002,125.13,-0.247,119.33,-0.14,121.04,-0.12,125.28,-0.271,143.11,0.256,133.49,-0.05,140.4,0.025,118.03,-0.359,7.15,0.13699999999999998,7.22,0.131,7.19,0.132,6.93,0.131,-0.6759999999999999,3072.225,66.18,900.827,11.173,992.22,0.009000000000000001,1349.505,0.251,1356.691,6.992000000000001,1360.565,0.955,1640.307,4.414,3026.5609999999997,16.577,3043.097,18.145,3064.344,38.21,1.212924,13.83708642
542,3,2,0,0,140.71,0.187,117.52,-0.168,146.61,0.062,-0.313,-0.067,-0.2332,-0.0323,895.597,10.129,3.268545,0.13,0.1,154.39,145.161,1.225,170.5,48.97,-0.183,111.35,0.061,181.37,-0.245,2032.0,0.153,377.98,0.083,274.16,0.157,-0.2525,-0.0429,727.38,3.162,1346.735,1.777,1626.855,3.008,1.059432,0.15,0.1,156.41,272.003,1.266,177.78,-0.755,-0.1703,0.0569,5.0391580000000005,0.06,0.11,376.47,339.409,1.685,424.9,139.58,0.124,114.03,-0.248,140.09,-0.081,33.08,0.584,38.44,0.461,33.24,0.682,40.72,0.542,35.45,0.606,135.09,0.14300000000000002,125.13,-0.247,119.33,-0.14,121.04,-0.12,125.28,-0.271,143.11,0.256,133.49,-0.05,140.4,0.025,118.03,-0.359,7.15,0.13699999999999998,7.22,0.131,7.19,0.132,6.93,0.131,-0.6759999999999999,3072.225,66.18,900.827,11.173,992.22,0.009000000000000001,1349.505,0.251,1356.691,6.992000000000001,1360.565,0.955,1640.307,4.414,3026.5609999999997,16.577,3043.097,18.145,3064.344,38.21,1.212924,15.0343232
